Report_Date,Location,Vegetation_Details,Land_Size(Acres),Season,Species,Stage,Soil_Type,Distribution,GPS_Coordinates
2023-02-09,Makueni District,Vegetable Crops,646.7809015752467,Dry/Cold Season(July-August),Migratory locust (Locusta migratoria),Fledglings(Young Adults),Clay Soil,Entire Area,"(Decimal('53.9958175'), Decimal('-175.360157'))"
2023-11-13,Thika East District,Fruit Orchards,579.7804267391903,Short Rains/Wet Season(April-June),Unknown,Adults,Laterite Soil,Unknown,"(Decimal('-47.2599685'), Decimal('-162.161209'))"
2024-05-01,Kyuso District,Fruit Orchards,107.07546363073249,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Adults,Loose Sandy Soil,Entire Field,"(Decimal('-9.6333605'), Decimal('158.455537'))"
2020-06-24,Marsabit District,Vegetable Crops,241.61328855159536,Dry/Hot Season(January-March),Unknown,Hoppers/Nymph(Breeding Ground),Unknown,Unknown,"(Decimal('-81.1956685'), Decimal('-45.688652'))"
2021-05-20,Kirinyaga South District,Vegetable Crops,651.3775955535873,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Eggs(Breeding Ground),Loam Soil,Paddock Only,"(Decimal('47.251785'), Decimal('63.725865'))"
2023-09-16,Mbita District,Vegetable Crops,294.1538811353162,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Unknown,Clay Soil,Paddock Only,"(Decimal('-73.181700'), Decimal('155.524560'))"
2023-01-20,Meru Central District,Staple Crops,224.73836067622787,Dry/Cold Season(July-August),Unknown,Eggs(Breeding Ground),Loam Soil,Paddock Only,"(Decimal('-58.650638'), Decimal('162.963479'))"
2023-01-22,Westlands District,Vegetable Crops,328.8353116117525,Dry/Cold Season(July-August),Spur Throated Locusts,Unknown,Alluvial Soil,Paddock Only,"(Decimal('33.9488365'), Decimal('-165.513501'))"
2024-05-02,Butere District,Vegetable Crops,726.8800100502498,Wet Season/Short Rains(November-December),Desert Locusts(Schistocerca gregaria),Adults,Alluvial Soil,Paddock Only,"(Decimal('69.646945'), Decimal('1.913369'))"
2021-06-05,Lagdera District,Vegetable Crops,506.13778218244613,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Unknown,Loose Sandy Soil,Entire Area,"(Decimal('-59.469478'), Decimal('-144.069090'))"
2023-10-02,Hamisi District,Pasture and Grasslands,111.02426707209308,Short Rains/Wet Season(April-June),Grasshoppers,Eggs(Breeding Ground),Clay Soil,Entire Field,"(Decimal('12.2275555'), Decimal('-44.268439'))"
2023-09-22,Nakuru District,Fruit Orchards,355.86737351201685,Wet Season/Long Rains(April-June),Grasshoppers,Unknown,Loose Sandy Soil,Entire Field,"(Decimal('67.326209'), Decimal('167.981375'))"
2020-01-15,Samburu North District,Staple Crops,38.34289908499088,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Unknown,Alluvial Soil,Entire Field,"(Decimal('-3.808265'), Decimal('-154.877768'))"
2021-07-17,Nyeri East District,Fruit Orchards,984.724805354841,Dry/Warm Season(September-October),Migratory locust (Locusta migratoria),Fledglings(Young Adults),Peat Soil,Entire Field,"(Decimal('-75.585925'), Decimal('-139.457127'))"
2022-10-02,Muranga South District,Unknown,864.6099432898465,Dry/Hot Season(January-March),Unknown,Eggs(Breeding Ground),Unknown,Entire Field,"(Decimal('35.060596'), Decimal('145.461112'))"
2021-03-14,Kirinyaga West District,Unknown,348.95050733281255,Short Rains/Wet Season(April-June),Red locust (Nomadacris septemfasciata),Adults,Loam Soil,Entire Area,"(Decimal('-71.660020'), Decimal('174.806824'))"
2022-05-16,Marsabit South District,Staple Crops,770.6992767420255,Wet Season/Short Rains(November-December),Spur Throated Locusts,Adults,Unknown,Paddock Only,"(Decimal('-47.904778'), Decimal('148.693989'))"
2022-11-07,Tharaka South District,Pasture and Grasslands,917.7061732766697,Wet Season/Short Rains(November-December),Grasshoppers,Hoppers/Nymph(Breeding Ground),Loose Sandy Soil,Unknown,"(Decimal('-82.9147215'), Decimal('-78.997565'))"
2021-08-27,Mbeere North District,Unknown,137.7363092643456,Dry/Warm Season(September-October),Tree locust (Anacridium sp.),Adults,Loose Sandy Soil,Entire Area,"(Decimal('-40.0804745'), Decimal('113.066071'))"
2022-10-15,Narok North District,Staple Crops,545.6089784927016,Short Rains/Wet Season(April-June),Bombay Locust ( Nomadacris succincta),Hoppers/Nymph(Breeding Ground),Loose Sandy Soil,Paddock Only,"(Decimal('61.854780'), Decimal('-31.725918'))"
2020-02-02,Mandera Central District,Staple Crops,26.177802715975215,Wet Season/Long Rains(April-June),Bombay Locust ( Nomadacris succincta),Adults,Clay Soil,Unknown,"(Decimal('-58.482112'), Decimal('9.924128'))"
2020-03-05,Mumias District,Vegetable Crops,115.6125546872614,Dry/Warm Season(September-October),Migratory locust (Locusta migratoria),Adults,Loose Sandy Soil,Entire Area,"(Decimal('40.5034225'), Decimal('-133.502154'))"
2023-06-16,Taita District,Fruit Orchards,626.2699862080223,Short Rains/Wet Season(April-June),Spur Throated Locusts,Unknown,Unknown,Paddock Only,"(Decimal('-11.1004895'), Decimal('43.962773'))"
2024-05-02,Tharaka South District,Unknown,166.86706108801965,Wet Season/Short Rains(November-December),Spur Throated Locusts,Unknown,Clay Soil,Paddock Only,"(Decimal('63.1689655'), Decimal('22.125741'))"
2022-06-12,Imenti North District,Staple Crops,357.13116273254053,Short Rains/Wet Season(April-June),Grasshoppers,Eggs(Breeding Ground),Unknown,Entire Area,"(Decimal('-28.604638'), Decimal('18.585582'))"
2023-11-27,Kirinyaga South District,Staple Crops,652.306990881233,Dry/Cold Season(July-August),Migratory locust (Locusta migratoria),Adults,Loam Soil,Entire Area,"(Decimal('-42.8401265'), Decimal('-108.641669'))"
2024-04-11,East Pokot District,Vegetable Crops,250.6125514409069,Wet Season/Long Rains(April-June),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Clay Soil,Paddock Only,"(Decimal('-31.165246'), Decimal('-125.761198'))"
2022-11-06,Loima District,Staple Crops,417.12542393990265,Wet Season/Short Rains(November-December),Bombay Locust ( Nomadacris succincta),Unknown,Peat Soil,Entire Area,"(Decimal('-87.423965'), Decimal('-144.254381'))"
2020-06-13,Samia District,Fruit Orchards,689.0271546577236,Short Rains/Wet Season(April-June),Migratory locust (Locusta migratoria),Eggs(Breeding Ground),Laterite Soil,Paddock Only,"(Decimal('89.2752705'), Decimal('-133.623863'))"
2022-05-28,Garbatula District,Fruit Orchards,352.1324268007146,Dry/Warm Season(September-October),Tree locust (Anacridium sp.),Eggs(Breeding Ground),Loose Sandy Soil,Paddock Only,"(Decimal('82.3740995'), Decimal('34.182702'))"
2021-03-16,Kieni East District,Vegetable Crops,340.81937810281283,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Eggs(Breeding Ground),Peat Soil,Entire Area,"(Decimal('-75.6814445'), Decimal('-73.203781'))"
2022-06-26,Thika West District,Fruit Orchards,528.2509944342404,Dry/Cold Season(July-August),Desert Locusts(Schistocerca gregaria),Eggs(Breeding Ground),Loose Sandy Soil,Entire Area,"(Decimal('89.603303'), Decimal('-17.774677'))"
2023-05-21,Kieni West District,Pasture and Grasslands,13.568839862034048,Dry/Warm Season(September-October),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Clay Soil,Entire Area,"(Decimal('33.740288'), Decimal('-47.934729'))"
2021-08-29,Narok South District,Fruit Orchards,738.3691677455846,Short Rains/Wet Season(April-June),Grasshoppers,Adults,Alluvial Soil,Paddock Only,"(Decimal('17.4697195'), Decimal('35.084563'))"
2022-11-01,Mogotio District,Pasture and Grasslands,824.590524130842,Short Rains/Wet Season(April-June),Grasshoppers,Eggs(Breeding Ground),Loam Soil,Entire Field,"(Decimal('-0.7673935'), Decimal('141.662379'))"
2021-01-29,Fafi District,Vegetable Crops,589.0284737084917,Short Rains/Wet Season(April-June),Spur Throated Locusts,Unknown,Laterite Soil,Paddock Only,"(Decimal('85.9979525'), Decimal('-165.286322'))"
2024-02-29,Kathiani District,Pasture and Grasslands,801.8517621217418,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Loam Soil,Entire Field,"(Decimal('-83.8434385'), Decimal('166.880508'))"
2023-07-27,Gucha District,Pasture and Grasslands,753.6838452649744,Wet Season/Short Rains(November-December),Desert Locusts(Schistocerca gregaria),Adults,Loam Soil,Entire Field,"(Decimal('75.9711795'), Decimal('-126.276126'))"
2023-11-20,Trans Nzoia East District,Unknown,475.2803242789686,Dry/Cold Season(July-August),Migratory locust (Locusta migratoria),Adults,Clay Soil,Entire Area,"(Decimal('-47.939513'), Decimal('178.360045'))"
2021-01-21,Rongo District,Fruit Orchards,723.0991240076645,Dry/Warm Season(September-October),Tree locust (Anacridium sp.),Hoppers/Nymph(Breeding Ground),Clay Soil,Entire Field,"(Decimal('-31.022308'), Decimal('89.157135'))"
2023-04-28,Muranga East District,Pasture and Grasslands,114.98537827521669,Dry/Cold Season(July-August),Grasshoppers,Unknown,Loam Soil,Entire Area,"(Decimal('48.1855195'), Decimal('-71.741133'))"
2023-12-10,Busia District,Vegetable Crops,994.9402983421015,Dry/Warm Season(September-October),Migratory locust (Locusta migratoria),Unknown,Alluvial Soil,Unknown,"(Decimal('40.4712495'), Decimal('-42.288987'))"
2022-09-29,Kitui West District,Unknown,322.83616621032905,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Hoppers/Nymph(Breeding Ground),Laterite Soil,Entire Area,"(Decimal('41.987580'), Decimal('-37.191189'))"
2024-02-27,Maara District,Pasture and Grasslands,826.5366941935778,Dry/Warm Season(September-October),Migratory locust (Locusta migratoria),Fledglings(Young Adults),Loose Sandy Soil,Unknown,"(Decimal('-61.101957'), Decimal('-145.505990'))"
2024-06-05,Butere District,Pasture and Grasslands,554.9337098743371,Wet Season/Long Rains(April-June),Unknown,Adults,Clay Soil,Paddock Only,"(Decimal('27.2525365'), Decimal('-161.473689'))"
2022-10-14,Meru Central District,Fruit Orchards,892.8161054300598,Wet Season/Long Rains(April-June),Red locust (Nomadacris septemfasciata),Unknown,Unknown,Unknown,"(Decimal('69.019263'), Decimal('113.635703'))"
2020-09-09,Nyeri East District,Vegetable Crops,284.5302200921365,Short Rains/Wet Season(April-June),Desert Locusts(Schistocerca gregaria),Eggs(Breeding Ground),Clay Soil,Paddock Only,"(Decimal('-85.579483'), Decimal('22.814322'))"
2022-10-05,Mukaa District,Vegetable Crops,593.5355276265758,Short Rains/Wet Season(April-June),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Loose Sandy Soil,Unknown,"(Decimal('-49.426280'), Decimal('111.111337'))"
2022-11-09,Mutomo District,Pasture and Grasslands,912.9395699891929,Short Rains/Wet Season(April-June),Red locust (Nomadacris septemfasciata),Unknown,Loose Sandy Soil,Paddock Only,"(Decimal('-23.5852075'), Decimal('171.664090'))"
2023-06-14,Ijara District,Vegetable Crops,969.6253455059358,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Eggs(Breeding Ground),Loose Sandy Soil,Entire Field,"(Decimal('28.638602'), Decimal('31.997939'))"
2022-04-26,Kirinyaga Central District,Fruit Orchards,92.7933457656572,Short Rains/Wet Season(April-June),Red locust (Nomadacris septemfasciata),Hoppers/Nymph(Breeding Ground),Laterite Soil,Unknown,"(Decimal('38.8105095'), Decimal('-74.919219'))"
2020-05-03,Mukurweini District,Fruit Orchards,94.60230058027538,Short Rains/Wet Season(April-June),Tree locust (Anacridium sp.),Fledglings(Young Adults),Peat Soil,Paddock Only,"(Decimal('52.5700835'), Decimal('-103.229494'))"
2022-09-11,Igembe South District,Pasture and Grasslands,816.9712617910326,Dry/Warm Season(September-October),Red locust (Nomadacris septemfasciata),Eggs(Breeding Ground),Peat Soil,Entire Area,"(Decimal('52.329736'), Decimal('38.495017'))"
2021-12-22,Wareng District,Unknown,511.759279280107,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Adults,Loam Soil,Unknown,"(Decimal('42.709786'), Decimal('-118.750672'))"
2020-04-12,Gatundu District,Unknown,289.82669368912497,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Eggs(Breeding Ground),Loam Soil,Unknown,"(Decimal('5.9490125'), Decimal('-64.661348'))"
2022-09-25,Nandi North District,Staple Crops,624.897623196689,Dry/Warm Season(September-October),Desert Locusts(Schistocerca gregaria),Unknown,Alluvial Soil,Entire Area,"(Decimal('38.384004'), Decimal('171.080997'))"
2022-10-08,Bungoma North District,Pasture and Grasslands,904.8366371793171,Short Rains/Wet Season(April-June),Spur Throated Locusts,Eggs(Breeding Ground),Loam Soil,Unknown,"(Decimal('-71.304569'), Decimal('32.749380'))"
2021-01-09,Pokot Central District,Staple Crops,731.2783529542177,Dry/Warm Season(September-October),Tree locust (Anacridium sp.),Fledglings(Young Adults),Loam Soil,Unknown,"(Decimal('16.361588'), Decimal('89.566380'))"
2021-10-16,Butere District,Pasture and Grasslands,342.54602886509883,Wet Season/Long Rains(April-June),Bombay Locust ( Nomadacris succincta),Fledglings(Young Adults),Unknown,Entire Area,"(Decimal('-12.6210905'), Decimal('19.615992'))"
2021-02-12,Emuhaya District,Vegetable Crops,157.99596639331193,Wet Season/Long Rains(April-June),Spur Throated Locusts,Fledglings(Young Adults),Unknown,Paddock Only,"(Decimal('-47.857642'), Decimal('21.739045'))"
2024-05-02,Laikipia West District,Fruit Orchards,163.33727198648796,Dry/Warm Season(September-October),Grasshoppers,Eggs(Breeding Ground),Loose Sandy Soil,Paddock Only,"(Decimal('51.8200665'), Decimal('57.006999'))"
2020-06-03,Ndhiwa District,Staple Crops,968.2272886346063,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Peat Soil,Entire Area,"(Decimal('88.2368505'), Decimal('58.856669'))"
2020-12-18,Kajiado South District,Unknown,993.6769422882683,Short Rains/Wet Season(April-June),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Unknown,Entire Field,"(Decimal('54.5708055'), Decimal('76.412986'))"
2021-09-12,Emuhaya District,Unknown,48.66601144067601,Short Rains/Wet Season(April-June),Grasshoppers,Eggs(Breeding Ground),Loose Sandy Soil,Paddock Only,"(Decimal('19.0108815'), Decimal('-11.705616'))"
2022-04-18,Gucha District,Fruit Orchards,563.9787164716031,Wet Season/Long Rains(April-June),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Peat Soil,Entire Area,"(Decimal('-28.087739'), Decimal('-102.172581'))"
2023-07-26,Gatanga District,Vegetable Crops,13.828014009633865,Dry/Hot Season(January-March),Grasshoppers,Unknown,Loose Sandy Soil,Unknown,"(Decimal('57.6549745'), Decimal('-0.001815'))"
2022-09-19,Taita District,Vegetable Crops,764.8295496106638,Dry/Hot Season(January-March),Grasshoppers,Adults,Clay Soil,Entire Field,"(Decimal('-22.2678955'), Decimal('-177.455906'))"
2022-07-22,Thika East District,Vegetable Crops,266.84000187345754,Dry/Cold Season(July-August),Unknown,Hoppers/Nymph(Breeding Ground),Alluvial Soil,Paddock Only,"(Decimal('-23.860520'), Decimal('-28.443195'))"
2021-01-26,Thika West District,Unknown,715.9270653352135,Wet Season/Long Rains(April-June),Bombay Locust ( Nomadacris succincta),Fledglings(Young Adults),Laterite Soil,Unknown,"(Decimal('-24.792183'), Decimal('-90.824956'))"
2023-04-24,Kirinyaga East District,Vegetable Crops,620.0270170453317,Short Rains/Wet Season(April-June),Unknown,Unknown,Clay Soil,Paddock Only,"(Decimal('10.953006'), Decimal('-178.316638'))"
2024-03-21,Bungoma West District,Staple Crops,621.3096985114403,Dry/Hot Season(January-March),Grasshoppers,Fledglings(Young Adults),Clay Soil,Entire Area,"(Decimal('-73.3330335'), Decimal('148.037121'))"
2020-05-17,Lugari District,Pasture and Grasslands,141.06114637961036,Wet Season/Short Rains(November-December),Grasshoppers,Eggs(Breeding Ground),Unknown,Entire Field,"(Decimal('36.938162'), Decimal('-160.256678'))"
2021-08-11,Nairobi West District,Fruit Orchards,640.6165454056778,Dry/Hot Season(January-March),Spur Throated Locusts,Fledglings(Young Adults),Alluvial Soil,Entire Field,"(Decimal('4.811268'), Decimal('37.239352'))"
2022-10-03,Bungoma North District,Unknown,929.9690933636739,Wet Season/Short Rains(November-December),Grasshoppers,Fledglings(Young Adults),Alluvial Soil,Paddock Only,"(Decimal('-71.7104665'), Decimal('43.407184'))"
2023-04-11,Turkana North District,Pasture and Grasslands,783.6979978548175,Dry/Hot Season(January-March),Tree locust (Anacridium sp.),Adults,Peat Soil,Entire Area,"(Decimal('-20.7610965'), Decimal('-35.657680'))"
2022-12-02,Kieni West District,Fruit Orchards,906.0497747677922,Wet Season/Long Rains(April-June),Grasshoppers,Hoppers/Nymph(Breeding Ground),Peat Soil,Unknown,"(Decimal('66.220261'), Decimal('-3.836352'))"
2022-07-18,Kilifi District,Fruit Orchards,957.8045090192235,Dry/Hot Season(January-March),Tree locust (Anacridium sp.),Adults,Loose Sandy Soil,Paddock Only,"(Decimal('-80.8972935'), Decimal('-65.847509'))"
2020-01-07,Turkana East District,Pasture and Grasslands,601.1045098638748,Dry/Warm Season(September-October),Migratory locust (Locusta migratoria),Hoppers/Nymph(Breeding Ground),Unknown,Entire Field,"(Decimal('25.2837195'), Decimal('33.864407'))"
2023-01-08,Kisii South District,Pasture and Grasslands,516.8628266466194,Dry/Warm Season(September-October),Grasshoppers,Hoppers/Nymph(Breeding Ground),Laterite Soil,Entire Field,"(Decimal('33.8990365'), Decimal('50.637162'))"
2020-10-05,Igembe North District,Unknown,698.9198437946136,Wet Season/Long Rains(April-June),Migratory locust (Locusta migratoria),Eggs(Breeding Ground),Clay Soil,Paddock Only,"(Decimal('17.3656645'), Decimal('-111.162445'))"
2023-09-04,Turkana East District,Staple Crops,252.69206319845884,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Eggs(Breeding Ground),Clay Soil,Paddock Only,"(Decimal('59.993285'), Decimal('13.652287'))"
2023-01-01,Kyuso District,Pasture and Grasslands,452.63616087038287,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Adults,Alluvial Soil,Entire Area,"(Decimal('-12.0277845'), Decimal('158.096225'))"
2020-09-28,Kilindini District,Fruit Orchards,191.69295706403258,Dry/Warm Season(September-October),Spur Throated Locusts,Unknown,Peat Soil,Paddock Only,"(Decimal('10.0540805'), Decimal('57.502992'))"
